Neighbourhood,From_Date,To_Date,Crime_Code,Crime_Type,Ward,City,FID
Downtown,2017-07-24T00:00:00.000Z,,2130,THEFT OVER $5000,10,Fredericton,723
Downtown,2017-08-24T00:00:00.000Z,,2130,"THEFT,BIKE>$5000",10,Fredericton,724
Platt,2017-03-03T00:00:00.000Z,2017-03-04T00:00:00.000Z,2120,B&E NON-RESIDNCE,10,Fredericton,725
Platt,2017-04-03T00:00:00.000Z,,2120,B&E NON-RESIDNCE,11,Fredericton,726
Platt,2017-09-26T00:00:00.000Z,2017-09-27T00:00:00.000Z,2120,B&E NON-RESIDNCE,10,Fredericton,727
Platt,2017-10-02T00:00:00.000Z,,2120,B&E NON-RESIDNCE,10,Fredericton,728
Platt,2017-05-27T00:00:00.000Z,2017-05-28T00:00:00.000Z,2120,B&E OTHER,11,Fredericton,729
Platt,2017-06-27T00:00:00.000Z,,2120,B&E OTHER,11,Fredericton,730
Platt,2017-06-27T00:00:00.000Z,2017-06-28T00:00:00.000Z,2120,B&E OTHER,10,Fredericton,731
Platt,2017-06-25T00:00:00.000Z,2017-07-01T00:00:00.000Z,2120,B&E OTHER,10,Fredericton,732
Platt,2017-07-13T00:00:00.000Z,2017-07-14T00:00:00.000Z,2120,B&E OTHER,11,Fredericton,733
Platt,2017-07-21T00:00:00.000Z,,2120,B&E OTHER,10,Fredericton,734
Platt,2017-07-28T00:00:00.000Z,,2120,B&E OTHER,11,Fredericton,735
Platt,2017-08-27T00:00:00.000Z,2017-08-27T00:00:00.000Z,2120,B&E OTHER,11,Fredericton,736
Platt,2017-08-26T00:00:00.000Z,2017-08-26T00:00:00.000Z,2120,B&E OTHER,11,Fredericton,737
Platt,2017-09-29T00:00:00.000Z,,2120,B&E OTHER,10,Fredericton,738
Platt,2017-01-06T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,739
Platt,2017-02-27T00:00:00.000Z,2017-02-27T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,740
Platt,2017-03-02T00:00:00.000Z,2017-03-02T00:00:00.000Z,2120,B&E RESIDENCE,10,Fredericton,741
Platt,2017-03-22T00:00:00.000Z,2017-03-22T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,742
Platt,2017-04-05T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,743
Platt,2017-04-03T00:00:00.000Z,2017-04-06T00:00:00.000Z,2120,B&E RESIDENCE,10,Fredericton,744
Platt,2017-04-09T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,745
Platt,2017-04-17T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,746
Platt,2017-05-05T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,747
Platt,2017-05-23T00:00:00.000Z,2017-05-23T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,748
Platt,2017-06-22T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,749
Platt,2017-08-01T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,750
Platt,2017-07-25T00:00:00.000Z,2017-07-27T00:00:00.000Z,2120,B&E RESIDENCE,0,Fredericton,751
Platt,2017-08-27T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,752
Golf Club,2017-10-16T00:00:00.000Z,2017-10-17T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,753
Kelly's Court Minihome Park,2017-08-07T00:00:00.000Z,2017-08-08T00:00:00.000Z,2170,MISCHIEF TO PROP,12,Fredericton,754
Woodstock Road,2017-10-07T00:00:00.000Z,,2120,B&E NON-RESIDNCE,12,Fredericton,755
Woodstock Road,2017-07-12T00:00:00.000Z,2017-07-12T00:00:00.000Z,2120,B&E RESIDENCE,12,Fredericton,756
Woodstock Road,2017-07-13T00:00:00.000Z,2017-07-13T00:00:00.000Z,2120,B&E RESIDENCE,12,Fredericton,757
Woodstock Road,2017-07-13T00:00:00.000Z,2017-07-13T00:00:00.000Z,2120,B&E RESIDENCE,12,Fredericton,758
Woodstock Road,2017-07-18T00:00:00.000Z,,2120,B&E RESIDENCE,12,Fredericton,759
Woodstock Road,2017-08-14T00:00:00.000Z,2017-08-14T00:00:00.000Z,2120,B&E RESIDENCE,12,Fredericton,760
Woodstock Road,2017-04-30T00:00:00.000Z,,2170,MISCHIEF TO PROP,12,Fredericton,761
Woodstock Road,2017-08-11T00:00:00.000Z,2017-08-11T00:00:00.000Z,2135,MOTOR VEH THEFT,12,Fredericton,762
Woodstock Road,2017-09-20T00:00:00.000Z,,2135,MOTOR VEH THEFT,12,Fredericton,763
Woodstock Road,2017-08-02T00:00:00.000Z,2017-08-02T00:00:00.000Z,2140,THEFT BIKE<$5000,12,Fredericton,764
Woodstock Road,2017-04-01T00:00:00.000Z,2017-04-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,765
Woodstock Road,2017-05-14T00:00:00.000Z,2017-05-15T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,766
Woodstock Road,2017-05-17T00:00:00.000Z,2017-05-18T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,767
Woodstock Road,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,768
Woodstock Road,2017-07-11T00:00:00.000Z,2017-07-12T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,769
Woodstock Road,2017-07-15T00:00:00.000Z,2017-07-16T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,770
Woodstock Road,2017-07-16T00:00:00.000Z,2017-07-17T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,771
Woodstock Road,2017-07-17T00:00:00.000Z,2017-07-17T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,772
Woodstock Road,2017-07-13T00:00:00.000Z,2017-07-13T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,773
Woodstock Road,2017-08-27T00:00:00.000Z,2017-08-28T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,774
Woodstock Road,2017-08-28T00:00:00.000Z,2017-08-29T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,775
Woodstock Road,2017-08-28T00:00:00.000Z,,2142,THEFT FROM MV < $5000,12,Fredericton,776
Woodstock Road,2017-08-29T00:00:00.000Z,2017-08-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,0,Fredericton,777
Woodstock Road,2017-09-20T00:00:00.000Z,2017-09-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,778
Woodstock Road,2017-10-01T00:00:00.000Z,2017-10-02T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,779
Woodstock Road,2017-10-02T00:00:00.000Z,,2142,THEFT FROM MV < $5000,12,Fredericton,780
Woodstock Road,2017-10-02T00:00:00.000Z,,2142,THEFT FROM MV < $5000,12,Fredericton,781
Woodstock Road,2017-10-09T00:00:00.000Z,2017-10-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,12,Fredericton,782
Woodstock Road,2017-02-02T00:00:00.000Z,2017-02-03T00:00:00.000Z,2140,THEFT OTH <$5000,12,Fredericton,783
Woodstock Road,2017-07-27T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,784
Woodstock Road,2017-09-26T00:00:00.000Z,,2140,THEFT OTH <$5000,12,Fredericton,785
Sunshine Gardens,2017-09-29T00:00:00.000Z,2017-09-30T00:00:00.000Z,2120,B&E OTHER,10,Fredericton,786
Sunshine Gardens,2017-07-18T00:00:00.000Z,2017-07-19T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,787
Sunshine Gardens,2017-03-12T00:00:00.000Z,2017-03-12T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,788
Sunshine Gardens,2017-03-12T00:00:00.000Z,2017-03-13T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,789
Sunshine Gardens,2017-03-11T00:00:00.000Z,2017-03-12T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,790
Sunshine Gardens,2017-05-25T00:00:00.000Z,2017-05-26T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,791
Sunshine Gardens,2017-07-01T00:00:00.000Z,2017-07-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,792
Sunshine Gardens,2017-07-15T00:00:00.000Z,2017-07-16T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,793
Sunshine Gardens,2017-09-30T00:00:00.000Z,2017-09-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,794
Sunshine Gardens,2017-07-12T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,795
Downtown,2017-08-27T00:00:00.000Z,,2110,ARSON,10,Fredericton,796
Downtown,2017-07-31T00:00:00.000Z,,2110,ARSON-DAM.PROP.,10,Fredericton,797
Downtown,2017-02-12T00:00:00.000Z,,2120,B&E NON-RESIDNCE,10,Fredericton,798
Downtown,2017-04-15T00:00:00.000Z,2017-04-16T00:00:00.000Z,2120,B&E NON-RESIDNCE,10,Fredericton,799
Downtown,2017-04-16T00:00:00.000Z,,2120,B&E NON-RESIDNCE,11,Fredericton,800
Platt,2017-07-27T00:00:00.000Z,2017-07-28T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,801
Platt,2017-08-12T00:00:00.000Z,2017-08-12T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,802
Platt,2017-08-15T00:00:00.000Z,2017-08-16T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,803
Platt,2017-09-06T00:00:00.000Z,2017-09-08T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,804
Platt,2017-09-10T00:00:00.000Z,2017-09-11T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,805
Platt,2017-09-09T00:00:00.000Z,2017-09-10T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,806
Platt,2017-10-08T00:00:00.000Z,2017-10-10T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,807
Platt,2017-10-18T00:00:00.000Z,2017-10-18T00:00:00.000Z,2140,THEFT BIKE<$5000,11,Fredericton,808
Platt,2017-10-20T00:00:00.000Z,2017-10-21T00:00:00.000Z,2140,THEFT BIKE<$5000,10,Fredericton,809
Platt,2017-01-17T00:00:00.000Z,2017-01-18T00:00:00.000Z,2142,THEFT FROM MV < $5000,0,Fredericton,810
Platt,2017-01-18T00:00:00.000Z,2017-01-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,811
Platt,2017-01-19T00:00:00.000Z,2017-01-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,812
Platt,2017-01-19T00:00:00.000Z,2017-01-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,813
Platt,2017-01-23T00:00:00.000Z,2017-01-24T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,814
Platt,2017-02-06T00:00:00.000Z,2017-02-07T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,815
Platt,2017-03-03T00:00:00.000Z,2017-03-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,816
Platt,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,817
Platt,2017-03-05T00:00:00.000Z,2017-03-06T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,818
Platt,2017-03-01T00:00:00.000Z,2017-03-04T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,819
Platt,2017-03-26T00:00:00.000Z,,2142,THEFT FROM MV < $5000,11,Fredericton,820
Platt,2017-04-03T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,821
Platt,2017-04-27T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,822
Platt,2017-04-26T00:00:00.000Z,2017-04-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,823
Platt,2017-04-30T00:00:00.000Z,2017-05-01T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,824
Platt,2017-05-06T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,825
Platt,2017-05-30T00:00:00.000Z,2017-05-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,0,Fredericton,826
Platt,2017-05-10T00:00:00.000Z,2017-05-11T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,827
Platt,2017-06-08T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,828
Platt,2017-06-08T00:00:00.000Z,2017-06-11T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,829
Platt,2017-06-12T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,830
Platt,2017-06-12T00:00:00.000Z,2017-06-13T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,831
Platt,2017-06-16T00:00:00.000Z,2017-06-17T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,832
Platt,2017-06-20T00:00:00.000Z,2017-06-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,833
Platt,2017-06-29T00:00:00.000Z,2017-06-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,834
Skyline Acrea,2017-09-17T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,835
Platt,2017-07-05T00:00:00.000Z,2017-07-05T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,836
Platt,2017-07-07T00:00:00.000Z,2017-07-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,837
Platt,2017-07-11T00:00:00.000Z,2017-07-12T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,838
Platt,2017-07-17T00:00:00.000Z,2017-07-18T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,839
Platt,2017-07-18T00:00:00.000Z,2017-07-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,840
Platt,2017-07-18T00:00:00.000Z,2017-07-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,841
Platt,2017-07-29T00:00:00.000Z,2017-07-30T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,842
Platt,2017-08-04T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,843
Platt,2017-08-18T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,844
Platt,2017-08-19T00:00:00.000Z,2017-08-19T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,845
Platt,2017-08-16T00:00:00.000Z,2017-08-17T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,846
Platt,2017-08-21T00:00:00.000Z,,2142,THEFT FROM MV < $5000,10,Fredericton,847
Platt,2017-08-25T00:00:00.000Z,2017-08-28T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,848
Platt,2017-09-15T00:00:00.000Z,2017-09-16T00:00:00.000Z,2142,THEFT FROM MV < $5000,11,Fredericton,849
Platt,2017-10-20T00:00:00.000Z,2017-10-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,850
Platt,2017-01-03T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,851
The Hill,2017-09-30T00:00:00.000Z,,2120,B&E RESIDENCE,10,Fredericton,852
College Hill,2017-03-06T00:00:00.000Z,2017-03-10T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,853
Platt,2017-06-30T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,854
Platt,2017-01-06T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,855
Southwood Park,2017-06-03T00:00:00.000Z,2017-06-04T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,856
Southwood Park,2017-07-20T00:00:00.000Z,2017-07-21T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,857
Southwood Park,2017-07-21T00:00:00.000Z,2017-07-22T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,858
Southwood Park,2017-02-06T00:00:00.000Z,,2140,THEFT OTH <$5000,8,Fredericton,859
Southwood Park,2017-03-16T00:00:00.000Z,,2140,THEFT OTH <$5000,8,Fredericton,860
Southwood Park,2017-03-17T00:00:00.000Z,,2140,THEFT OTH <$5000,8,Fredericton,861
Southwood Park,2017-06-10T00:00:00.000Z,2017-06-11T00:00:00.000Z,2140,THEFT OTH <$5000,8,Fredericton,862
Lincoln Heights,2017-06-04T00:00:00.000Z,2017-06-04T00:00:00.000Z,2120,B&E OTHER,7,Fredericton,863
Lincoln Heights,2017-05-20T00:00:00.000Z,2017-05-28T00:00:00.000Z,2120,B&E RESIDENCE,7,Fredericton,864
Lincoln Heights,2017-05-20T00:00:00.000Z,2017-05-21T00:00:00.000Z,2170,MISCHIEF TO PROP,7,Fredericton,865
Lincoln Heights,2017-03-25T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,866
Lincoln Heights,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,867
Lincoln Heights,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,868
Lincoln Heights,2017-03-24T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,869
Lincoln Heights,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,870
Skyline Acrea,2017-09-17T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,871
Lincoln Heights,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,872
Platt,2017-01-08T00:00:00.000Z,2017-01-08T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,873
Platt,2017-08-11T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,874
Skyline Acrea,2017-10-19T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,875
Lincoln Heights,2017-03-26T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,876
Platt,2017-01-09T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,877
Platt,2017-08-16T00:00:00.000Z,2017-08-16T00:00:00.000Z,2140,THEFT OTH <$5000,10,Fredericton,878
College Hill,2017-03-14T00:00:00.000Z,,2120,B&E RESIDENCE,11,Fredericton,879
The Hill,2017-01-28T00:00:00.000Z,2017-03-12T00:00:00.000Z,2121,B&E STEAL FIREAR,10,Fredericton,880
Skyline Acrea,2017-03-29T00:00:00.000Z,2017-03-29T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,881
Lincoln Heights,2017-03-27T00:00:00.000Z,2017-03-27T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,882
Platt,2017-01-13T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,883
Platt,2017-08-16T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,884
College Hill,2017-03-13T00:00:00.000Z,2017-03-13T00:00:00.000Z,2120,B&E RESIDENCE,11,Fredericton,885
The Hill,2017-02-04T00:00:00.000Z,2017-02-05T00:00:00.000Z,2170,MISCHIEF TO PROP,9,Fredericton,886
Skyline Acrea,2017-04-08T00:00:00.000Z,,2142,THEFT FROM MV < $5000,8,Fredericton,887
Lincoln Heights,2017-08-18T00:00:00.000Z,2017-08-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,888
Platt,2017-01-14T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,889
Platt,2017-08-25T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,890
College Hill,2017-04-15T00:00:00.000Z,2017-04-16T00:00:00.000Z,2120,B&E RESIDENCE,9,Fredericton,891
The Hill,2017-03-29T00:00:00.000Z,2017-03-29T00:00:00.000Z,2170,MISCHIEF TO PROP,9,Fredericton,892
Skyline Acrea,2017-04-07T00:00:00.000Z,2017-04-08T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,893
Lincoln Heights,2017-08-20T00:00:00.000Z,,2142,THEFT FROM MV < $5000,7,Fredericton,894
Platt,2017-01-15T00:00:00.000Z,,2140,THEFT OTH <$5000,11,Fredericton,895
Platt,2017-08-04T00:00:00.000Z,,2140,THEFT OTH <$5000,10,Fredericton,896
College Hill,2017-04-18T00:00:00.000Z,,2120,B&E RESIDENCE,11,Fredericton,897
The Hill,2017-06-16T00:00:00.000Z,2017-06-16T00:00:00.000Z,2170,MISCHIEF TO PROP,10,Fredericton,898
Skyline Acrea,2017-05-13T00:00:00.000Z,2017-05-14T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,899
Skyline Acrea,2017-05-23T00:00:00.000Z,2017-05-23T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,900
Skyline Acrea,2017-05-22T00:00:00.000Z,2017-05-23T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,901
Skyline Acrea,2017-06-05T00:00:00.000Z,2017-06-06T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,902
Skyline Acrea,2017-06-13T00:00:00.000Z,2017-06-14T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,903
Skyline Acrea,2017-06-18T00:00:00.000Z,2017-06-18T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,904
Skyline Acrea,2017-06-17T00:00:00.000Z,2017-06-20T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,905
Skyline Acrea,2017-06-28T00:00:00.000Z,2017-06-29T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,906
Skyline Acrea,2017-07-25T00:00:00.000Z,2017-07-25T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,907
Skyline Acrea,2017-06-20T00:00:00.000Z,2017-06-21T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,908
Skyline Acrea,2017-04-27T00:00:00.000Z,,2140,THEFT OTH <$5000,8,Fredericton,909
Skyline Acrea,2017-05-30T00:00:00.000Z,2017-05-31T00:00:00.000Z,2140,THEFT OTH <$5000,8,Fredericton,910
Skyline Acrea,2017-08-17T00:00:00.000Z,2017-08-17T00:00:00.000Z,2140,THEFT OTH <$5000,8,Fredericton,911
Poet's Hill,2017-02-20T00:00:00.000Z,,2120,B&E RESIDENCE,8,Fredericton,912
Poet's Hill,2017-07-13T00:00:00.000Z,2017-07-13T00:00:00.000Z,2170,MISCHIEF TO PROP,8,Fredericton,913
Poet's Hill,2017-05-15T00:00:00.000Z,2017-05-15T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,914
Poet's Hill,2017-08-22T00:00:00.000Z,2017-08-23T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,915
Dun's Crossing,2017-01-11T00:00:00.000Z,,2120,B&E RESIDENCE,8,Fredericton,916
Dun's Crossing,2017-01-16T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,917
Dun's Crossing,2017-04-16T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,918
Dun's Crossing,2017-06-29T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,919
Dun's Crossing,2017-07-22T00:00:00.000Z,,2170,MISCHIEF TO PROP,8,Fredericton,920
Dun's Crossing,2017-09-29T00:00:00.000Z,2017-09-30T00:00:00.000Z,2170,MISCHIEF TO PROP,8,Fredericton,921
Dun's Crossing,2017-10-23T00:00:00.000Z,2017-10-23T00:00:00.000Z,2135,MOTOR VEH THEFT,8,Fredericton,922
Dun's Crossing,2017-01-30T00:00:00.000Z,,2142,THEFT FROM MV < $5000,8,Fredericton,923
Dun's Crossing,2017-02-05T00:00:00.000Z,2017-02-05T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,924
Dun's Crossing,2017-04-01T00:00:00.000Z,2017-04-02T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,925
Dun's Crossing,2017-06-03T00:00:00.000Z,2017-06-04T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,926
Dun's Crossing,2017-06-05T00:00:00.000Z,2017-06-05T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,927
Dun's Crossing,2017-07-01T00:00:00.000Z,2017-07-02T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,928
Dun's Crossing,2017-07-06T00:00:00.000Z,2017-07-07T00:00:00.000Z,2142,THEFT FROM MV < $5000,8,Fredericton,929
Dun's Crossing,2017-07-21T00:00:00.000Z,,2142,THEFT FROM MV < $5000,8,Fredericton,930
Dun's Crossing,2017-08-05T00:00:00.000Z,,2142,THEFT FROM MV < $5000,8,Fredericton,931
Dun's Crossing,2017-02-23T00:00:00.000Z,2017-02-23T00:00:00.000Z,2140,THEFT OTH <$5000,8,Fredericton,932
Dun's Crossing,2017-08-20T00:00:00.000Z,2017-08-27T00:00:00.000Z,2140,THEFT OTH <$5000,8,Fredericton,933
Southwood Park,2017-06-01T00:00:00.000Z,,2120,B&E RESIDENCE,7,Fredericton,934
Southwood Park,2017-06-28T00:00:00.000Z,,2120,B&E RESIDENCE,7,Fredericton,935
Southwood Park,2017-06-08T00:00:00.000Z,,2170,MISCHIEF TO PROP,7,Fredericton,936
Southwood Park,2017-06-02T00:00:00.000Z,2017-06-03T00:00:00.000Z,2135,MOTOR VEH THEFT,7,Fredericton,937
Southwood Park,2017-06-29T00:00:00.000Z,2017-06-29T00:00:00.000Z,2140,THEFT BIKE<$5000,7,Fredericton,938
Southwood Park,2017-02-04T00:00:00.000Z,2017-02-05T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,939
Southwood Park,2017-03-14T00:00:00.000Z,2017-03-14T00:00:00.000Z,2142,THEFT FROM MV < $5000,7,Fredericton,940
Southwood Park,2017-03-29T00:00:00.000Z,,2142,THEFT FROM MV < $5000,7,Fredericton,941
Southwood Park,2017-06-04T00:00:00.000Z,,2142,THEFT FROM MV < $5000,7,Fredericton,942
The Hill,2017-06-25T00:00:00.000Z,,2170,MISCHIEF TO PROP,9,Fredericton,943
The Hill,2017-07-22T00:00:00.000Z,,2170,MISCHIEF TO PROP,9,Fredericton,944
The Hill,2017-08-23T00:00:00.000Z,,2170,MISCHIEF TO PROP,9,Fredericton,945
The Hill,2017-10-10T00:00:00.000Z,2017-10-10T00:00:00.000Z,2170,MISCHIEF TO PROP,11,Fredericton,946
The Hill,2017-03-29T00:00:00.000Z,2017-03-29T00:00:00.000Z,2142,THEFT FROM MV < $5000,9,Fredericton,947
The Hill,2017-03-30T00:00:00.000Z,,2142,THEFT FROM MV < $5000,9,Fredericton,948
The Hill,2017-04-10T00:00:00.000Z,2017-04-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,9,Fredericton,949
The Hill,2017-04-09T00:00:00.000Z,2017-04-10T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,950
The Hill,2017-05-18T00:00:00.000Z,2017-05-18T00:00:00.000Z,2142,THEFT FROM MV < $5000,10,Fredericton,951
The Hill,2017-05-13T00:00:00.000Z,,2142,THEFT FROM MV < $5000,11,Fredericton,952
